FileName,FunctionalCategory,PlatformEntity,KeyFields,ProposedDBMapping,APIMapping,UIScreen
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.5 Powder Defect Tracking Sheet.xlsx,DEFECT TRACKING,Inspection,UNLOAD DEFECT TRACKING SHEET; Operator Initials; DATE:; Customer; Build Up; Scrapped; Shift (M/D/A); Sent To Rework; Other (Define Defect); Part # (or Description); Rust; Water; Debris; Hook Mark; Orange Peel; Contamination; Light Coverage; Repaired @ Line; Back Ionization; Paint in Threads; Damaged (Scratched),"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.6 Ecoat Inspection and Testing at Unload.xlsx,QUALITY INSPECTION,Inspection,"Customer; Part Number; Operator ID; Shift (M/D/A); Sample 2; Sample 3; Sample 1; Sample 5; Sample 4; Visual Inspection PERFORM ON PART; Accept? Yes/No; Inspection & Test at Unload ECOAT LINE; Solvent Rub ASTM4752, perform test on part, see 8.3.1.14.5","NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.7 Ecoat Defect Tracking.xlsx,DEFECT TRACKING,Inspection,UNLOAD DEFECT TRACKING SHEET; Operator Initials; DATE:; Customer; Build Up; Scrapped; Bare Metal; Shift (M/D/A); Sent To Rework; Other (Define Defect); Part # (or Description); Rust; Bubbles; Paint Runs; Rough Spots; Water Spots; Light Coverage; Repaired @ Line; Damaged (Scratched),"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.8 E-Coat Weight Count Form.xlsx,PRODUCTION TRACKING,ProductionRun,Part no:; Bin no:; Weight Count Form,"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.1 General/8.2.1.3.1.9 E-coat bulk Packaging Tracker.xlsx,PACKAGING / SHIPPING,PackagingHold,Date; Part#; Customer; Quantity; Weight/part; Bin no.; E-COAT BULK PACKAGING TRACKER; Tare Weight; Gross Bin Wt.; Approval Tag#,"NEW shipping.ShipmentRelease (PlantId, CustomerId, PartId, LotNumber, ReleaseStatus, CustomerApprovalRequired, CustomerApprovalReceivedDate, LinkedNcrId) + label templates",NEW,Packaging / Labels / Ship-Release
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.10 GreenBlue/8.2.1.3.10.1 GreenBlue Defect Tracking Powder.xlsx,DEFECT TRACKING,Inspection,Operator Initials; DATE:; Shift; Build Up; Down Time:; Part Number; Total Reject; Sent To Rework; Record Number of parts that were rejected for each defect; Other (Define Defect); Why?; Rust; Water; Debris; Hook Mark; Orange Peel; Total Packed; Contamination; Total Loaded (get from Load Sheet); Light Coverage; Repaired @ Line; Back Ionization; Paint in Threads; Damaged (Scratched),"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.10 GreenBlue/8.2.1.3.10.2 GreenBlue General Inspect and Test.xlsx,LAB / CHEMISTRY,LabChemistry,Operator ID; Part # / Description; Sample 2; Sample 3; Sample 1; Sample 5; Sample 4; Accept? Yes/No; INSPECT AND TEST FOR GreenBlue; Pencil Hardness Test at start of run and color change,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.19 Multimatic/8.2.1.3.19.4 Multimatic Bronco Inspect and Test Report.xlsx,LAB / CHEMISTRY,LabChemistry,Part #; Part Name; Paint Date:; Operator ID; Sample 2; Sample 3; Sample 1; Sample 5; Sample 4; Accept? Yes/No; PPG-Carbon SMOOTH BLACK; TCI-Carbon TEXTURE BLACK,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.19 Multimatic/8.2.1.3.19.5 Multimatic Bronco Run Report.xlsx,PRODUCTION TRACKING,ProductionRun,Operator Initials; Build Up; Part Name; Part Number; Total Reject; Shift (M/D/A); Sent To Rework; Other (Define Defect); Rust; Water; Debris; S3463840; S3463940; Hook Mark; Orange Peel; Total Packed; Contamination; Total Loaded (get from Load Sheet); Light Coverage; Repaired @ Line; Back Ionization; Damaged (Scratched); LEFT HAND INNER RAIL; RIGHT HAND INNER RAIL,"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.21 Presstran/8.2.1.3.21.1 Presstran Inspection Sheet.xlsx,QUALITY INSPECTION,Inspection,PART # 4412; PART # 3911; Paint Date:; PAINT DATE:; Shift (M/D/A); Inspection Date:; Material Defects; PART NUMBER 3909; Other (Define Defect); Bin #; Debris; Oil Spot; Paint in M4; Orange Peel; INSPECTORS:; Cap on Bolt; Paint in M6; Paint in M8; Water Marks; Contamination; Plug in Hole#3; Plug in Hole#4; Plug in Hole#2; Plug in Hole#1; Cap in Bolt #2,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.21 Presstran/8.2.1.3.21.2 Presstran Defect Tracking Form.xlsx,DEFECT TRACKING,Inspection,Operator Initials; DATE:; Shift; Build Up; Down Time:; Part Number; Total Reject; Shift (M/D/A); Sent To Rework; Record Number of parts that were rejected for each defect; Other (Define Defect); Why?; Rust; Water; Debris; Hook Mark; Orange Peel; Total Packed; Contamination; Total Loaded (get from Load Sheet); Light Coverage; Repaired @ Line; Back Ionization; Paint in Threads; Damaged (Scratched),"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.21 Presstran/8.2.1.3.21.3 Presstran Inspect and Test Powder.xlsx,LAB / CHEMISTRY,LabChemistry,Operator ID; Shift (M/D/A); Part # / Description; Sample 2; Sample 3; Sample 1; Sample 5; Sample 4; Accept? Yes/No; INSPECT AND TEST FOR PRESSTRAN; Pencil Hardness Test at start of run,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.21 Presstran/8.2.1.3.21.5 GP12 PRESSTRAN.xlsx,GP-12 / CONTAINMENT,NcrContainmentAction,Rejected painted defect; Paint Date; Date Audit; Paint Date:; Defect Comments; PART NUMBER 3911; Material Defects; Auditor initials; PART NUMBER 3909; Inpsection Date:; Other (Define Defect); Parts Packed Correctly; Bin #; Debris; QTY Good; Oil Spot; Plug in M6; Packed By:; Plug in M8; Plug in M4; Paint in M4; Orange Peel; Cap on Bolt; Water spots; Qty Audited,"quality.NcrContainmentAction (ContainmentTypeId, HoldLocation, QuantityContained, CompletedBy, CompletedDate) + link to quality.NonConformanceReport",EXISTING,GP-12 / Containment Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.22 Rollstamp/8.2.1.3.22.1  Rollstamp Run Report.xlsx,PRODUCTION TRACKING,ProductionRun,Operator Initials; DATE:; Build Up; Down Time:; Part Number; Total Reject; Shift (M/D/A); Sent To Rework; Record Number of parts that were rejected for each defect; Other (Define Defect); Why?; Rust; Water; Debris; Hook Mark; Orange Peel; Total Packed; Contamination; Total Loaded (get from Load Sheet); Light Coverage; Repaired @ Line; Back Ionization; Paint in Threads; Damaged (Scratched),"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.22 Rollstamp/8.2.1.3.22.2 Rollstamp Inspect and Test.xlsx,LAB / CHEMISTRY,LabChemistry,Operator ID; Shift (M/D/A); Part # / Description; Sample 2; Sample 3; Sample 1; Sample 5; Sample 4; Accept? Yes/No; INSPECT AND TEST FOR ROLLSTAMP; Pencil Hardness Test at start of run and color change,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.24 Warren/8.2.1.3.24.1  Inspection and Testing Warren.xlsx,QUALITY INSPECTION,Inspection,Date:; Operator ID; Shift (M/D/A); A2; D2; A1; E1; E2; A3; A5; A4; D1; Datum B (I); Datum C (I); Slider Gauge; Accept? Yes/No; Pulley Hole 2 (IV); Pulley Hole 1 (IV); Screw Hole 2 (III); Screw Hole 1 Width (III); Screw Hole 1 Length (III); Guide Clip Opening 2 (VI); Guide Clip Opening 1 (VI),"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.24 Warren/8.2.1.3.24.3 Warren GP-12 Inspection Sheets.xlsx,QUALITY INSPECTION,Inspection,Paint Date:; Part # 61023-0000/1; Other (Define Defect); Bin #; Inspector; Approved Tag Number; Warren GP-12 Check Sheet; Touch Marks In Functional Areas as per 8.3.1.37.7; Missing Paint In Functional Areas as per 8.3.1.37.7,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.24 Warren/8.2.1.3.24.4 Warren Load Sheet.xlsx,PRODUCTION TRACKING,ProductionRun,Reject Quantity; Operator Initials; Ending Load Bar in SKID; Starting Load Bar of SKID; Stop Time; Time Lost; Restart Time; Shift (M/D/A); Quantity on Tag; WARREN LOAD SHEET; Rejection Description; Part # (or Description); SKID #; Reason; Master Label Serial Number,"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.24 Warren/8.2.1.3.24.5 Warren Unload Sheet.xlsx,PRODUCTION TRACKING,ProductionRun,Rejected Parts; Operator Initials; Initials; Part Number; Shift (M/D/A); Time Stopped:; Time Restart:; # Of Parts Packed; WARREN UNLOAD SHEET; Skid #; Reason; Master Label #; Approval Tag #,"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.24 Warren/8.2.1.3.24.6  Warren Defect Tracking Sheet.xlsx,DEFECT TRACKING,Inspection,Operator Initials; Warren Defect Tracking; Part:; Date:; Reject Tag #; Dirt on Track; Reject Tag ID; Shift (M/D/A); Light Track @ Top; Other (Define Defect); Light Track a@ bottom; Heavy; Fish Eyes; 82454-103; Contamination; Dirt on Pully; Tight Clip Top; Tight Clip Bottom; Light Pulley @ top; Light Pulley @ Bottom,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.25 JNM/8.2.1.3.25.1 Inspection and Test Log JNM.xlsx,QUALITY INSPECTION,Inspection,Part Name; Paint Date; Inspectors Initials; Comments; Pass/ Fail?; PPE REQUIRED:; Raw Inspection; Final Inspection; Average Coating Thickness (.59-1.37 mils); Tape Ahdesion Method B; (In Process Tag ) PO/Job #; INSPECTION AND TEST LOG JNM,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.25 JNM/8.2.1.3.25.2 GP-12 STRAPS.xlsx,GP-12 / CONTAINMENT,NcrContainmentAction,Paint Date; Date Audit; EXTRA PARTS; Part Number; Paint Shift; PART NUMBER:; MISSING PARTS; Auditor initials; GP-12; BUBBLE S; HIT MARKS; QTY ON TAG; PACKED CORRECTLY; YP-04CFF YP-04CFG; Select Finishing Approved Tag #,"quality.NcrContainmentAction (ContainmentTypeId, HoldLocation, QuantityContained, CompletedBy, CompletedDate) + link to quality.NonConformanceReport",EXISTING,GP-12 / Containment Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.26 Polycon/8.2.1.3.26.1 Inspection and Test Log Polycon Tesla.xlsx,QUALITY INSPECTION,Inspection,Paint Date; Part Number; Inspectors Initials; Sample 2; Sample 3; Sample 1; Sample 5; Sample 4; ACCEPT Y/N?; PPE REQUIRED:; Visual Inspection PERFORM ON PART; Inspection and Testing Polycon,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.26 Polycon/8.2.1.3.26.2 Polycon Ecoat Defect Tracking Sheet.xlsx,DEFECT TRACKING,Inspection,DATE:; Part #; Raw Defects; Shift (M/D/A); SUPPLIER DEFECTS; TOTAL SUPPLIER DEFECTS; Dent; Raw Incoming Part Number; Bent; GOOD; DIRT; Other; OTHER; Colour; Polycon; Scratches; Over Sand; TOTAL GOOD; Tool Marks; TOTAL BUFF; Description; Water Marks; Suface Scratches; REQUIRES TOUCH-UP,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.26 Polycon/8.2.1.3.26.3 Polycon Powder Inspect and Test.xlsx,LAB / CHEMISTRY,LabChemistry,Operator ID; Shift (M/D/A); Part # / Description; Sample 2; Sample 3; Sample 1; Sample 5; Sample 4; Accept? Yes/No; INSPECT AND TEST FOR POLYCON; Pencil Hardness Test at start of run and color change,"NEW lab.BathAnalysis (PlantId, LineId, TankId, SampleDateTime, ParameterId, ResultValue, SpecMin, SpecMax, ActionTaken, VerifiedBy)",NEW,Lab / Bath Chemistry Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.26 Polycon/8.2.1.3.26.4  Polycon Powder  Run Report.xlsx,PRODUCTION TRACKING,ProductionRun,Operator Initials; DATE:; Build Up; Down Time:; Part Number; Total Reject; Shift (M/D/A); Sent To Rework; Record Number of parts that were rejected for each defect; Other (Define Defect); Why?; Rust; Water; Debris; Hook Mark; Orange Peel; Total Packed; Contamination; Total Loaded (get from Load Sheet); Light Coverage; Repaired @ Line; Back Ionization; Paint in Threads; Damaged (Scratched),"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.3 ABM/8.2.1.3.3.1 Inspection and Test Record ABM.xlsx,QUALITY INSPECTION,Inspection,Date:; Operator ID; Shift (M/D/A); A2; D2; A1; E1; E2; A3; A5; A4; D1; Datum B; Datum C; Screw Hole 2; Pulley Hole 1; Pulley Hole 2; Accept? Yes/No; Screw Hole 1 Width; Screw Hole 1 Length; Guide Clip Opening 2; Guide Clip Opening 1,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.3 ABM/8.2.1.3.3.3 ABM Load Sheet.xlsx,PRODUCTION TRACKING,ProductionRun,Reject Quantity; Operator Initials; Ending Load Bar in Bin; Starting Load Bar of Bin; Stop Time; Time Lost; Lot Number; Restart Time; Shift (M/D/A); ABM LOAD SHEET; Quantity on Tag; Rejection Description; Part # (or Description); BIN #; Reason,"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.3 ABM/8.2.1.3.3.4 ABM Unload Sheet.xlsx,PRODUCTION TRACKING,ProductionRun,Rejected Parts; Operator Initials; Lot #; Initials; Part Number; Shift (M/D/A); Time Stopped:; Time Restart:; ABM UNLOAD SHEET; # Of Parts Packed; Master Lot Number#; Skid #; Reason; Approval Tag #,"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.3 ABM/8.2.1.3.3.5 ABM Defect Tracking.xlsx,DEFECT TRACKING,Inspection,Operator Initials; Part Number; Dirt on Track; Shift (M/D/A); Material Defect; Return Tag Initial; OIL; bad; OLD; good; STUCK; Program; Hit Mark; Fisheyes; Comments; E31667-100; E31668-100; Heavy Paint; Return Tag #; Contamination; Dirt on Pulley; Light Coverage; Back Ionization; needs inpsection; Large Hook marks,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.31 Ursa/8.2.1.3.31.1 Ursa Inspection Report.xlsx,QUALITY INSPECTION,Inspection,Date; Initials; # Bad Parts; Shift M/D/A; # Good Parts; Blobs; Boat #; Missing E-Coat; E-Coat on Base; URSA INSPECTION REPORT; URSA SECONDARYINSPECTION REPORT,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.31 Ursa/8.2.1.3.31.2 URSA BOAT PM.xls,MAINTENANCE / PM,Maintenance,UNKNOWN,"NEW maintenance.MaintenanceLog (PlantId, EquipmentId, TaskId, PerformedDateTime, PerformedBy, VerifiedBy, Notes)",NEW,Maintenance / PM Log
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.32 Tiercon/8.2.1.3.32.1 TIERCON GP12.xlsx,GP-12 / CONTAINMENT,NcrContainmentAction,Paint Date; Part no.:-; Date Audit; BARE METAL; Paint Shift; MATERIAL DEFECTS; Auditor initials; BUBBLES; PAINT RUNS; DRIP MARKS; ROUGH SPOTS; OTHER DEFECTS (SPECIFY DEFECTS); WATER SPOTS; TIERCON GP12; LIGHT COVERAGE; Packed Correctly; Select Finishing Approved Tag #; RECORD TOTAL QTY Audited PER TAG/BIN,"quality.NcrContainmentAction (ContainmentTypeId, HoldLocation, QuantityContained, CompletedBy, CompletedDate) + link to quality.NonConformanceReport",EXISTING,GP-12 / Containment Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.32 Tiercon/8.2.1.3.32.2 Tiercon Wings labels.docx,PACKAGING / SHIPPING,PackagingHold,PART,"NEW shipping.ShipmentRelease (PlantId, CustomerId, PartId, LotNumber, ReleaseStatus, CustomerApprovalRequired, CustomerApprovalReceivedDate, LinkedNcrId) + label templates",NEW,Packaging / Labels / Ship-Release
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/8.2.1.3.34.1 Great Lakes Die Cast 003601-30BL inpsection Record.xlsx,QUALITY INSPECTION,Inspection,Date; Crack; Lot #; Build Up; Paint Defect; Good; Dent; Sink; Gouge; Total; Flash; Other; Scratch; Misfill; Pin Push; Belt Mark; GLDC Telsa 003601-30BL Material Defect Record; GLDC Telsa 003601-30BL Inspection Record,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/ARCHIVE/Daily Inventory Report.08.20.2025.xlsx,PRODUCTION TRACKING,ProductionRun,lot; reject; tape test parts; to be inspected; FG; Raw; Shipped; In house,"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/ARCHIVE/Daily Inventory Report.xlsx,PRODUCTION TRACKING,ProductionRun,lot; reject; tape test parts; to be inspected; FG; Raw; Shipped; In house,"NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Daily Inventory Report 8.21.2025 - PRODUCTION.xlsx,PRODUCTION TRACKING,ProductionRun,"Lot #; TOTAL LOT#; FINISHED GOOD PARTIAL; P4; P2; P3; P1; REJECTED ADHESION FAILURE; SELECT NOTES DO NOT SHARE!; Shipped; STANDARD - REJECTED MATERIAL; RAW - OK; Priority; 8.25.2025; RAW REJECTED ( SHARPS + OTHER ); FINISHED GOOD; ECOATED INSPECTED NEEDS TAPE TEST; All pre inspected needs tape full.; ECOATED REJECTED ( SHARPS + OTHER ); ECOATED PENDING INSPECTION; ECOATED NEEDS FULL INSPECTION & TAPE TEST; E-Coated, needs inspection and tape pull test.; 112 PCS OK ? Not sure where inventory came from","NEW production.ProductionRun (PlantId, ProductionLineId, StartTime, EndTime, CustomerId, PartId, LotNumber, LoadBarId/RackId, ShiftId, OperatorUserId, QuantityLoaded, QuantityUnloaded)",NEW,Production Run / Load Tracking
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/DAILY UPDATE 8.2.1.3.34.1 Great Lakes Die Cast 003601-30BL inpsection Record.xlsx,QUALITY INSPECTION,Inspection,Date:; Build Up; Lot Number; Total Reject; Paint Defect; Total Inspected; Dent; Sinks; Flash; Gouge; Scratch; Misfill; Pin Push; Belt Mark; Sharp Edge; Total Good; Record daily.; Adhesion Fail; GLDC Telsa 003601-30BL Inspection Record,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/Mar 11 2024 scrap.pdf,NCR / DISPOSITION,NCR,SCRAP,"quality.NonConformanceReport.* (Description, QuantityAffected/Rejected/Inspected, DefectTypeId, CustomerId, PartId, LotNumber, DispositionCodeId) + quality.NcrDisposition + workflow.ActionItem (containment/investigation tasks)",EXISTING,NCR Intake / Disposition
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/Mar 7 2024.pdf,QUALITY INSPECTION,Inspection,UNKNOWN,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_000.jpg,QUALITY INSPECTION,Inspection,UNKNOWN,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
8.2.1.3 Inspection and Testing Forms and Labels/8.2.1.3.34 GLDC/Scanned Copies/March 15 2024_001.jpg,QUALITY INSPECTION,Inspection,UNKNOWN,"NEW inspection.InspectionRecord (PlantId, LineTypeId, CustomerId, PartId, LotNumber, InspectionDateTime, ShiftId, InspectorUserId, QuantityInspected, QuantityRejected) + NEW inspection.InspectionDefect (DefectTypeId, Count, LocationCode/Notes)",NEW,Inspection & Defect Entry
